domain,country,language,last_update,website_url,organization,country_code,language_code,last_update_basis,ror_record_last_modified,website_last_modified,last_checked_utc,http_status,reachable,source_category,ror_id,ror_types,source_record,relevance_note
stiftungfhnw.ch,Switzerland,German|French|Italian|Romansh,2026-07-20,https://www.stiftungfhnw.ch,Stiftung FHNW,CH,de|fr|it|rm,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:44+00:00,URLError,unknown,research_funder,https://ror.org/05667pn42,funder; nonprofit,https://ror.org/05667pn42,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
temperatio.ch,Switzerland,German|French|Italian|Romansh,2026-07-20,https://temperatio.ch,Stiftung Temperatio,CH,de|fr|it|rm,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:44+00:00,URLError,unknown,research_funder,https://ror.org/044hm4j06,funder; nonprofit,https://ror.org/044hm4j06,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
sumitomo-pharma.com,Switzerland,German|French|Italian|Romansh,2026-07-20,https://ch.sumitomo-pharma.com,Sumitomo Pharma Switzerland GmbH (Switzerland),CH,de|fr|it|rm,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:44+00:00,URLError,unknown,research_funder,https://ror.org/05x9c5966,company; funder,https://ror.org/05x9c5966,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
sfefs.ch,Switzerland,German|French|Italian|Romansh,2026-07-20,https://www.sfefs.ch,Swiss Foundation for Nutrition Research,CH,de|fr|it|rm,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:44+00:00,URLError,unknown,research_funder,https://ror.org/04qf2pd80,funder; nonprofit,https://ror.org/04qf2pd80,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
siwf.ch,Switzerland,German|French|Italian|Romansh,2026-07-20,https://www.siwf.ch,Swiss Institute for Postgraduate and Continuing Medical Education,CH,de|fr|it|rm,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:44+00:00,URLError,unknown,research_funder,https://ror.org/055xvvg22,funder; other,https://ror.org/055xvvg22,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
swisslung.org,Switzerland,German|French|Italian|Romansh,2026-07-20,https://swisslung.org,Swiss Lung Foundation,CH,de|fr|it|rm,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:44+00:00,URLError,unknown,research_funder,https://ror.org/04gm1p580,funder; nonprofit,https://ror.org/04gm1p580,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
vogelwarte.ch,Switzerland,German|French|Italian|Romansh,2026-07-20,https://www.vogelwarte.ch,Swiss Ornithological Institute,CH,de|fr|it|rm,ror_record_last_modified,2026-07-20,,2026-07-29T06:55:47+00:00,URLError,unknown,research_funder,https://ror.org/03mcsbr76,funder; nonprofit,https://ror.org/03mcsbr76,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
paraplegie.ch,Switzerland,German|French|Italian|Romansh,2026-07-20,https://www.paraplegie.ch/sps/en/,Swiss Paraplegic Foundation,CH,de|fr|it|rm,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:45+00:00,URLError,unknown,research_funder,https://ror.org/03a5vha87,funder; nonprofit,https://ror.org/03a5vha87,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
ssphplus.ch,Switzerland,German|French|Italian|Romansh,2026-07-20,http://www.ssphplus.ch/sharepoint/startseite_en.html,Swiss School of Public Health,CH,de|fr|it|rm,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:44+00:00,RemoteDisconnected,unknown,research_funder,https://ror.org/01czqbr06,education; funder,https://ror.org/01czqbr06,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
unitaid.org,Switzerland,German|French|Italian|Romansh,2026-07-20,https://unitaid.org/,Unitaid,CH,de|fr|it|rm,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:27+00:00,URLError,unknown,research_funder,https://ror.org/05t99je22,funder; government,https://ror.org/05t99je22,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
unctad.org,Switzerland,German|French|Italian|Romansh,2026-07-20,https://unctad.org,United Nations Conference on Trade and Development,CH,de|fr|it|rm,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:43+00:00,URLError,unknown,research_funder,https://ror.org/01tt7eg66,funder; government,https://ror.org/01tt7eg66,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
uzh.ch,Switzerland,German|French|Italian|Romansh,2026-07-20,https://www.kispi.uzh.ch/,University Children's Hospital Zurich,CH,de|fr|it|rm,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:03+00:00,URLError,unknown,research_funder,https://ror.org/035vb3h42,funder; healthcare,https://ror.org/035vb3h42,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
unige.ch,Switzerland,German|French|Italian|Romansh,2026-07-20,https://www.unige.ch/,University of Geneva,CH,de|fr|it|rm,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:43+00:00,URLError,unknown,research_funder,https://ror.org/01swzsf04,education; funder,https://ror.org/01swzsf04,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
unil.ch,Switzerland,German|French|Italian|Romansh,2026-07-20,https://www.unil.ch,University of Lausanne,CH,de|fr|it|rm,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:35+00:00,URLError,unknown,research_funder,https://ror.org/019whta54,education; funder,https://ror.org/019whta54,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
usi.ch,Switzerland,German|French|Italian|Romansh,2026-07-20,https://www.usi.ch,Università della Svizzera italiana,CH,de|fr|it|rm,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:17+00:00,URLError,unknown,research_funder,https://ror.org/03c4atk17,education; funder,https://ror.org/03c4atk17,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
weleda.ch,Switzerland,German|French|Italian|Romansh,2026-07-20,https://www.weleda.ch/,Weleda (Switzerland),CH,de|fr|it|rm,ror_record_last_modified,2026-07-20,,2026-07-29T06:55:31+00:00,URLError,unknown,research_funder,https://ror.org/04ppvf629,company; funder,https://ror.org/04ppvf629,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
krebskrankheiten.ch,Switzerland,German|French|Italian|Romansh,2026-07-20,https://www.krebskrankheiten.ch,Werner and Hedy Berger-Janser Foundation for Cancer Research,CH,de|fr|it|rm,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:45+00:00,URLError,unknown,research_funder,https://ror.org/048b86g10,funder; nonprofit,https://ror.org/048b86g10,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
worldsclerofound.org,Switzerland,German|French|Italian|Romansh,2026-07-20,https://worldsclerofound.org,World Scleroderma Foundation,CH,de|fr|it|rm,ror_record_last_modified,2026-07-20,,2026-07-29T06:55:15+00:00,URLError,unknown,research_funder,https://ror.org/02nasqw41,funder; nonprofit,https://ror.org/02nasqw41,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
rehab.ch,Switzerland,German|French|Italian|Romansh,2026-07-20,https://www.rehab.ch/en/supporting-rehab/pro-rehab-basel-foundation,pro REHAB Basel Foundation,CH,de|fr|it|rm,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:44+00:00,URLError,unknown,research_funder,https://ror.org/02d7x3c82,funder; nonprofit,https://ror.org/02d7x3c82,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
stimuleringsfonds.nl,The Netherlands,Dutch,2026-07-20,https://www.stimuleringsfonds.nl,Creative Industries Fund NL,NL,nl,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:35+00:00,URLError,unknown,research_funder,https://ror.org/01c343s09,funder; nonprofit,https://ror.org/01c343s09,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
polymers.nl,The Netherlands,Dutch,2026-07-20,http://www.polymers.nl/,Dutch Polymer Institute,NL,nl,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:44+00:00,ConnectionResetError,unknown,research_funder,https://ror.org/01m71fs94,facility; funder,https://ror.org/01m71fs94,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
nwo.nl,The Netherlands,Dutch,2026-07-20,https://www.nwo.nl,Dutch Research Council,NL,nl,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:44+00:00,URLError,unknown,research_funder,https://ror.org/04jsz6e67,funder; government,https://ror.org/04jsz6e67,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
nvkc.nl,The Netherlands,Dutch,2026-07-20,https://www.nvkc.nl/over-nvkc/e-c-noyons-stichting,E.C. Noyons Stichting,NL,nl,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:44+00:00,URLError,unknown,research_funder,https://ror.org/02pwxx534,funder; nonprofit,https://ror.org/02pwxx534,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
esid.org,The Netherlands,Dutch,2026-07-20,https://esid.org,European Society for Immunodeficiencies,NL,nl,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:45+00:00,URLError,unknown,research_funder,https://ror.org/00qr00h56,funder; nonprofit,https://ror.org/00qr00h56,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
escpweb.org,The Netherlands,Dutch,2026-07-20,https://escpweb.org,European Society of Clinical Pharmacy,NL,nl,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:45+00:00,URLError,unknown,research_funder,https://ror.org/01286vn74,funder; nonprofit,https://ror.org/01286vn74,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
ggzbreburg.nl,The Netherlands,Dutch,2026-07-20,https://ggzbreburg.nl,GGz Breburg,NL,nl,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:45+00:00,URLError,unknown,research_funder,https://ror.org/02b9h9j24,funder; other,https://ror.org/02b9h9j24,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
gelreziekenhuizen.nl,The Netherlands,Dutch,2026-07-20,https://www.gelreziekenhuizen.nl/Gelreziekenhuizen,Gelre Hospitals,NL,nl,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:45+00:00,URLError,unknown,research_funder,https://ror.org/05275vm15,funder; healthcare,https://ror.org/05275vm15,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
rug.nl,The Netherlands,Dutch,2026-07-20,https://www.rug.nl/alumni/support-research-and-education/groninger-university-fund/,Groningen University Fund,NL,nl,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:43+00:00,URLError,unknown,research_funder,https://ror.org/01301ch43,funder; nonprofit,https://ror.org/01301ch43,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
hartwigmedicalfoundation.nl,The Netherlands,Dutch,2026-07-20,https://www.hartwigmedicalfoundation.nl/,Hartwig Medical Foundation,NL,nl,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:45+00:00,URLError,unknown,research_funder,https://ror.org/0428k0n93,funder; healthcare,https://ror.org/0428k0n93,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
iss.nl,The Netherlands,Dutch,2026-07-20,https://www.iss.nl,International Institute of Social Studies,NL,nl,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:45+00:00,URLError,unknown,research_funder,https://ror.org/059fp9t53,education; funder,https://ror.org/059fp9t53,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
ipsen.nl,The Netherlands,Dutch,2026-07-20,http://www.ipsen.nl/,Ipsen (Netherlands),NL,nl,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:45+00:00,RemoteDisconnected,unknown,research_funder,https://ror.org/026jmga48,company; funder,https://ror.org/026jmga48,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
healthydietforhealthylife.eu,The Netherlands,Dutch,2026-07-20,https://www.healthydietforhealthylife.eu,Joint Programming Initiative A Healthy Diet for a Healthy Life (JPI HDHL),NL,nl,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:45+00:00,URLError,unknown,research_funder,https://ror.org/015zqm698,funder; other,https://ror.org/015zqm698,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
lavatherapeutics.com,The Netherlands,Dutch,2026-07-20,https://lavatherapeutics.com/,Lava Therapeutics (Netherlands),NL,nl,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:45+00:00,URLError,unknown,research_funder,https://ror.org/051k25d02,company; funder,https://ror.org/051k25d02,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
leprosyresearch.org,The Netherlands,Dutch,2026-07-20,https://leprosyresearch.org,Leprosy Research Initiative,NL,nl,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:45+00:00,URLError,unknown,research_funder,https://ror.org/030m3dc08,funder; nonprofit,https://ror.org/030m3dc08,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
maastrichtuniversity.nl,The Netherlands,Dutch,2026-07-20,https://www.maastrichtuniversity.nl,Maastricht University,NL,nl,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:45+00:00,URLError,unknown,research_funder,https://ror.org/02jz4aj89,education; funder,https://ror.org/02jz4aj89,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
nlnet.nl,The Netherlands,Dutch,2026-07-20,https://nlnet.nl,NLnet Foundation,NL,nl,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:45+00:00,URLError,unknown,research_funder,https://ror.org/01s710549,funder; nonprofit,https://ror.org/01s710549,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
oogheelkunde.org,The Netherlands,Dutch,2026-07-20,https://www.oogheelkunde.org/,Nederlands Oogheelkundig Onderzoek,NL,nl,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:44+00:00,URLError,unknown,research_funder,https://ror.org/05yas2736,funder; other,https://ror.org/05yas2736,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
nam.nl,The Netherlands,Dutch,2026-07-20,https://www.nam.nl,Nederlandse Aardolie Maatschappij (Netherlands),NL,nl,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:45+00:00,URLError,unknown,research_funder,https://ror.org/05ygvx278,company; funder,https://ror.org/05ygvx278,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
newamsterdampharma.com,The Netherlands,Dutch,2026-07-20,https://www.newamsterdampharma.com,NewAmsterdam Pharma (Netherlands),NL,nl,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:45+00:00,URLError,unknown,research_funder,https://ror.org/03jdnwh76,company; funder,https://ror.org/03jdnwh76,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
noordelijkecarastichting.nl,The Netherlands,Dutch,2026-07-20,https://www.noordelijkecarastichting.nl,Noordelijke Cara Stichting,NL,nl,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:45+00:00,URLError,unknown,research_funder,https://ror.org/038r11s62,funder; nonprofit,https://ror.org/038r11s62,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
norgine.com,The Netherlands,Dutch,2026-07-20,https://www.norgine.com/,Norgine (Netherlands),NL,nl,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:45+00:00,URLError,unknown,research_funder,https://ror.org/02vt89g81,company; funder,https://ror.org/02vt89g81,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
plnheart.org,The Netherlands,Dutch,2026-07-20,https://plnheart.org,PLN Foundation,NL,nl,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:44+00:00,URLError,unknown,research_funder,https://ror.org/02xkfvq82,funder; nonprofit,https://ror.org/02xkfvq82,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
pharming.com,The Netherlands,Dutch,2026-07-20,https://www.pharming.com/,Pharming Group (Netherlands),NL,nl,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:44+00:00,URLError,unknown,research_funder,https://ror.org/0233s3730,company; funder,https://ror.org/0233s3730,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
philips.nl,The Netherlands,Dutch,2026-07-20,https://www.philips.nl,Philips (Netherlands),NL,nl,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:44+00:00,URLError,unknown,research_funder,https://ror.org/02p2bgp27,company; funder,https://ror.org/02p2bgp27,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
prinsesmaximacentrum.nl,The Netherlands,Dutch,2026-07-20,https://www.prinsesmaximacentrum.nl,Princess Máxima Center,NL,nl,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:44+00:00,URLError,unknown,research_funder,https://ror.org/02aj7yc53,funder; healthcare,https://ror.org/02aj7yc53,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
rabobank.com,The Netherlands,Dutch,2026-07-20,https://www.rabobank.com/about-us/rabo-foundation,Rabobank Foundation,NL,nl,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:44+00:00,URLError,unknown,research_funder,https://ror.org/01r11vf31,funder; nonprofit,https://ror.org/01r11vf31,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
renevogelsstichting.nl,The Netherlands,Dutch,2026-07-20,https://www.renevogelsstichting.nl,René Vogels Stichting,NL,nl,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:44+00:00,URLError,unknown,research_funder,https://ror.org/055rbwr90,funder; nonprofit,https://ror.org/055rbwr90,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
roche.nl,The Netherlands,Dutch,2026-07-20,https://www.roche.nl/,Roche (Netherlands),NL,nl,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:44+00:00,URLError,unknown,research_funder,https://ror.org/01gcg9888,company; funder,https://ror.org/01gcg9888,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
rotterdamuas.com,The Netherlands,Dutch,2026-07-20,http://www.rotterdamuas.com/,Rotterdam University of Applied Sciences,NL,nl,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:44+00:00,ConnectionResetError,unknown,research_funder,https://ror.org/0481e1q24,education; funder,https://ror.org/0481e1q24,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
royalhaskoningdhv.com,The Netherlands,Dutch,2026-07-20,https://www.royalhaskoningdhv.com/,Royal HaskoningDHV (Netherlands),NL,nl,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:44+00:00,URLError,unknown,research_funder,https://ror.org/020v32r42,company; funder,https://ror.org/020v32r42,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
signify.com,The Netherlands,Dutch,2026-07-20,https://www.signify.com/en-us,Signify (Netherlands),NL,nl,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:43+00:00,URLError,unknown,research_funder,https://ror.org/0532vdr17,company; funder,https://ror.org/0532vdr17,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
spaarnegasthuis.nl,The Netherlands,Dutch,2026-07-20,https://spaarnegasthuis.nl/,Spaarne Gasthuis,NL,nl,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:43+00:00,URLError,unknown,research_funder,https://ror.org/05d7whc82,funder; healthcare,https://ror.org/05d7whc82,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
oogcontactamsterdam.nl,The Netherlands,Dutch,2026-07-20,https://www.oogcontactamsterdam.nl/stichtingen/,Stichting Blinden-Penning,NL,nl,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:44+00:00,URLError,unknown,research_funder,https://ror.org/0236wrw52,funder; nonprofit,https://ror.org/0236wrw52,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
fulbright.nl,The Netherlands,Dutch,2026-07-20,https://fulbright.nl,Stichting Fulbright Commission the Netherlands,NL,nl,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:45+00:00,URLError,unknown,research_funder,https://ror.org/01v9wcq70,funder; nonprofit,https://ror.org/01v9wcq70,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
rcoak.nl,The Netherlands,Dutch,2026-07-20,https://rcoak.nl/,Stichting Roomsch Catholyk Oude Armen kantoor,NL,nl,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:44+00:00,URLError,unknown,research_funder,https://ror.org/05xzd4n85,funder; other,https://ror.org/05xzd4n85,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
swoo-flieringa.nl,The Netherlands,Dutch,2026-07-20,http://www.swoo-flieringa.nl/,Stichting Wetenschappelijk Onderzoek het Oogziekenhuis,NL,nl,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:27+00:00,TimeoutError,unknown,research_funder,https://ror.org/02kctrc72,funder; other,https://ror.org/02kctrc72,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
oogziekenhuis.nl,The Netherlands,Dutch,2026-07-20,https://www.oogziekenhuis.nl/stichting-voor-ooglijders,Stichting voor Ooglijders,NL,nl,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:44+00:00,URLError,unknown,research_funder,https://ror.org/04c7hd841,funder; nonprofit,https://ror.org/04c7hd841,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
regieorgaan-sia.nl,The Netherlands,Dutch,2026-07-20,http://www.regieorgaan-sia.nl/,Taskforce for Applied Research,NL,nl,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:44+00:00,RemoteDisconnected,unknown,research_funder,https://ror.org/03r6vqn56,funder; other,https://ror.org/03r6vqn56,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
tyrosinemiafoundation.org,The Netherlands,Dutch,2026-07-20,https://tyrosinemiafoundation.org,Tyrosinemia Foundation,NL,nl,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:11+00:00,URLError,unknown,research_funder,https://ror.org/03ggnrn64,funder; nonprofit,https://ror.org/03ggnrn64,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
utwente.nl,The Netherlands,Dutch,2026-07-20,https://www.utwente.nl,University of Twente,NL,nl,ror_record_last_modified,2026-07-20,,2026-07-29T06:55:58+00:00,URLError,unknown,research_funder,https://ror.org/006hf6230,education; funder,https://ror.org/006hf6230,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
viecuri.nl,The Netherlands,Dutch,2026-07-20,https://www.viecuri.nl,VieCuri Medisch Centrum,NL,nl,ror_record_last_modified,2026-07-20,,2026-07-29T06:55:47+00:00,URLError,unknown,research_funder,https://ror.org/02kjpb485,funder; healthcare,https://ror.org/02kjpb485,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
wur.nl,The Netherlands,Dutch,2026-07-20,https://www.wur.nl/,Wageningen University & Research,NL,nl,ror_record_last_modified,2026-07-20,,2026-07-29T06:55:31+00:00,URLError,unknown,research_funder,https://ror.org/04qw24q55,education; funder,https://ror.org/04qw24q55,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
zn.nl,The Netherlands,Dutch,2026-07-20,https://www.zn.nl/1483931648/About-ZN,Zorgverzekeraars Nederland,NL,nl,ror_record_last_modified,2026-07-20,,2026-07-29T06:55:07+00:00,URLError,unknown,research_funder,https://ror.org/042v6ch48,funder; other,https://ror.org/042v6ch48,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
aguv.org.tr,Türkiye,Turkish,2026-07-20,https://www.aguv.org.tr,Abdullah Gül University Foundation,TR,tr,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:44+00:00,URLError,unknown,research_funder,https://ror.org/05vxv7p73,funder; nonprofit,https://ror.org/05vxv7p73,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
acibadem.edu.tr,Türkiye,Turkish,2026-07-20,https://www.acibadem.edu.tr,Acıbadem University,TR,tr,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:44+00:00,URLError,unknown,research_funder,https://ror.org/01rp2a061,education; funder,https://ror.org/01rp2a061,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
adanabtu.edu.tr,Türkiye,Turkish,2026-07-20,http://www.adanabtu.edu.tr/eng/,Adana Science and Technology University,TR,tr,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:44+00:00,RemoteDisconnected,unknown,research_funder,https://ror.org/013z3yn41,education; funder,https://ror.org/013z3yn41,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
adiyaman.edu.tr,Türkiye,Turkish,2026-07-20,https://adiyaman.edu.tr,Adıyaman University,TR,tr,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:44+00:00,URLError,unknown,research_funder,https://ror.org/02s4gkg68,education; funder,https://ror.org/02s4gkg68,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
alanya.edu.tr,Türkiye,Turkish,2026-07-20,https://www.alanya.edu.tr,Alanya Alaaddin Keykubat Üniversitesi,TR,tr,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:44+00:00,URLError,unknown,research_funder,https://ror.org/01zxaph45,education; funder,https://ror.org/01zxaph45,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
ardahan.edu.tr,Türkiye,Turkish,2026-07-20,https://ardahan.edu.tr,Ardahan University,TR,tr,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:44+00:00,URLError,unknown,research_funder,https://ror.org/042ejbk14,education; funder,https://ror.org/042ejbk14,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
uludag.edu.tr,Türkiye,Turkish,2026-06-02,https://www.uludag.edu.tr,Bursa Uludağ Üni̇versi̇tesi̇,TR,tr,ror_record_last_modified,2026-06-02,,2026-07-29T06:56:45+00:00,URLError,unknown,research_funder,https://ror.org/03tg3eb07,education; funder,https://ror.org/03tg3eb07,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
yok.gov.tr,Türkiye,Turkish,2026-03-12,http://www.yok.gov.tr/en/web/cohe/homepage,Council of Higher Education,TR,tr,ror_record_last_modified,2026-03-12,,2026-07-29T06:56:45+00:00,RemoteDisconnected,unknown,research_funder,https://ror.org/00j1q0b46,funder; government,https://ror.org/00j1q0b46,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
ege.edu.tr,Türkiye,Turkish,2026-07-20,https://ege.edu.tr,Ege University,TR,tr,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:44+00:00,URLError,unknown,research_funder,https://ror.org/02eaafc18,education; funder,https://ror.org/02eaafc18,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
erciyes.edu.tr,Türkiye,Turkish,2026-06-02,https://erciyes.edu.tr,Erciyes University,TR,tr,ror_record_last_modified,2026-06-02,,2026-07-29T06:56:45+00:00,URLError,unknown,research_funder,https://ror.org/047g8vk19,education; funder,https://ror.org/047g8vk19,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
ebyu.edu.tr,Türkiye,Turkish,2026-02-24,https://ebyu.edu.tr,Erzincan Binali Yıldırım University,TR,tr,ror_record_last_modified,2026-02-24,,2026-07-29T06:56:45+00:00,URLError,unknown,research_funder,https://ror.org/02h1e8605,education; funder,https://ror.org/02h1e8605,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
fsm.edu.tr,Türkiye,Turkish,2026-07-20,https://www.fsm.edu.tr,Fatih Sultan Mehmet Waqf University,TR,tr,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:44+00:00,URLError,unknown,research_funder,https://ror.org/04mma4681,education; funder,https://ror.org/04mma4681,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
firat.edu.tr,Türkiye,Turkish,2026-06-02,https://www.firat.edu.tr,Fırat University,TR,tr,ror_record_last_modified,2026-06-02,,2026-07-29T06:56:45+00:00,URLError,unknown,research_funder,https://ror.org/05teb7b63,education; funder,https://ror.org/05teb7b63,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
gtu.edu.tr,Türkiye,Turkish,2026-06-02,https://www.gtu.edu.tr,Gebze Technical University,TR,tr,ror_record_last_modified,2026-06-02,,2026-07-29T06:56:45+00:00,URLError,unknown,research_funder,https://ror.org/01sdnnq10,education; funder,https://ror.org/01sdnnq10,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
